show_id,duration,type_id
s1409,5 Seasons,2
s1410,115 min,1
s1411,96 min,1
s1412,32 min,1
s1413,102 min,1
s1414,102 min,1
s1415,101 min,1
s1416,71 min,1
s1417,1 Season,2
s1418,81 min,1
s1419,98 min,1
s1420,4 Seasons,2
s1421,90 min,1
s1422,112 min,1
s1423,161 min,1
s1424,129 min,1
s1425,85 min,1
s1426,14 min,1
s1427,148 min,1
s1428,5 Seasons,2
s1429,99 min,1
s1430,1 Season,2
s1431,1 Season,2
s1432,97 min,1
s1433,2 Seasons,2
s1434,101 min,1
s1435,89 min,1
s1436,128 min,1
s1437,76 min,1
s1438,1 Season,2
s1439,99 min,1
s1440,1 Season,2
s1441,3 Seasons,2
s1442,126 min,1
s1443,1 Season,2
s1444,1 Season,2
s1445,106 min,1
s1446,101 min,1
s1447,87 min,1
s1448,111 min,1
s1449,3 Seasons,2
s1450,2 Seasons,2
s1451,90 min,1
s1452,91 min,1
s1453,101 min,1
s1454,96 min,1
s1455,96 min,1
s1456,1 Season,2
s1457,148 min,1
s1458,1 Season,2
s1459,96 min,1
s1460,98 min,1
s1461,2 Seasons,2
s1462,104 min,1
s1463,1 Season,2
s1464,1 Season,2
s1465,53 min,1
s1466,2 Seasons,2
s1467,54 min,1
s1468,113 min,1
s1469,102 min,1
s1470,118 min,1
s1471,83 min,1
s1472,77 min,1
s1473,116 min,1
s1474,4 Seasons,2
s1475,116 min,1
s1476,106 min,1
s1477,1 Season,2
s1478,1 Season,2
s1479,1 Season,2
s1480,1 Season,2
s1481,9 Seasons,2
s1482,105 min,1
s1483,1 Season,2
s1484,1 Season,2
s1485,8 min,1
s1486,110 min,1
s1487,71 min,1
s1488,1 Season,2
s1489,91 min,1
s1490,2 Seasons,2
s1491,46 min,1
s1492,109 min,1
s1493,1 Season,2
s1494,102 min,1
s1495,101 min,1
s1496,94 min,1
s1497,110 min,1
s1498,117 min,1
s1499,85 min,1
s1500,119 min,1
s1501,115 min,1
s1502,105 min,1
s1503,68 min,1
s1504,1 Season,2
s1505,57 min,1
s1506,1 Season,2
s1507,2 Seasons,2
s1508,28 min,1
s1509,1 Season,2
s1510,98 min,1
s1511,95 min,1
s1512,96 min,1
s1513,66 min,1
s1514,112 min,1
s1515,1 Season,2
s1516,84 min,1
s1517,2 Seasons,2
s1518,94 min,1
s1519,32 min,1
s1520,98 min,1
s1521,1 Season,2
s1522,85 min,1
s1523,120 min,1
s1524,83 min,1
s1525,94 min,1
s1526,102 min,1
s1527,111 min,1
s1528,2 Seasons,2
s1529,1 Season,2
s1530,90 min,1
s1531,1 Season,2
s1532,111 min,1
s1533,1 Season,2
s1534,1 Season,2
s1535,110 min,1
s1536,1 Season,2
s1537,87 min,1
s1538,132 min,1
s1539,1 Season,2
s1540,1 Season,2
s1541,117 min,1
s1542,1 Season,2
s1543,50 min,1
s1544,2 Seasons,2
s1545,106 min,1
s1546,2 Seasons,2
s1547,2 Seasons,2
s1548,2 Seasons,2
s1549,2 Seasons,2
s1550,125 min,1
s1551,107 min,1
s1552,2 Seasons,2
s1553,1 Season,2
s1554,59 min,1
s1555,1 Season,2
s1556,2 Seasons,2
s1557,28 min,1
s1558,9 min,1
s1559,91 min,1
s1560,1 Season,2
s1561,132 min,1
s1562,133 min,1
s1563,1 Season,2
s1564,109 min,1
s1565,1 Season,2
s1566,107 min,1
s1567,111 min,1
s1568,108 min,1
s1569,105 min,1
s1570,4 Seasons,2
s1571,1 Season,2
s1572,119 min,1
s1573,2 Seasons,2
s1574,3 Seasons,2
s1575,1 Season,2
s1576,104 min,1
s1577,83 min,1
s1578,90 min,1
s1579,1 Season,2
s1580,3 Seasons,2
s1581,79 min,1
s1582,24 min,1
s1583,115 min,1
s1584,1 Season,2
s1585,97 min,1
s1586,1 Season,2
s1587,1 Season,2
s1588,1 Season,2
s1589,26 min,1
s1590,1 Season,2
s1591,4 Seasons,2
s1592,46 min,1
s1593,106 min,1
s1594,1 Season,2
s1595,113 min,1
s1596,133 min,1
s1597,3 Seasons,2
s1598,93 min,1
s1599,108 min,1
s1600,96 min,1
s1601,25 min,1
s1602,101 min,1
s1603,106 min,1
s1604,1 Season,2
s1605,54 min,1
s1606,2 Seasons,2
s1607,118 min,1
s1608,58 min,1
s1609,117 min,1
s1610,48 min,1
s1611,139 min,1
s1612,2 Seasons,2
s1613,115 min,1
s1614,109 min,1
s1615,1 Season,2
s1616,2 Seasons,2
s1617,91 min,1
s1618,60 min,1
s1619,4 Seasons,2
s1620,1 Season,2
s1621,102 min,1
s1622,120 min,1
s1623,10 Seasons,2
s1624,1 Season,2
s1625,149 min,1
s1626,1 Season,2
s1627,91 min,1
s1628,1 Season,2
s1629,1 Season,2
s1630,99 min,1
s1631,106 min,1
s1632,108 min,1
s1633,45 min,1
s1634,93 min,1
s1635,1 Season,2
s1636,22 min,1
s1637,81 min,1
s1638,98 min,1
s1639,1 Season,2
s1640,7 Seasons,2
s1641,1 Season,2
s1642,2 Seasons,2
s1643,100 min,1
s1644,112 min,1
s1645,114 min,1
s1646,68 min,1
s1647,103 min,1
s1648,121 min,1
s1649,95 min,1
s1650,2 Seasons,2
s1651,87 min,1
s1652,115 min,1
s1653,171 min,1
s1654,171 min,1
s1655,1 Season,2
s1656,46 min,1
s1657,117 min,1
s1658,84 min,1
s1659,1 Season,2
s1660,98 min,1
s1661,83 min,1
s1662,1 Season,2
s1663,97 min,1
s1664,99 min,1
s1665,108 min,1
s1666,93 min,1
s1667,42 min,1
s1668,3 Seasons,2
s1669,1 Season,2
s1670,13 min,1
s1671,1 Season,2
s1672,64 min,1
s1673,1 Season,2
s1674,162 min,1
s1675,130 min,1
s1676,108 min,1
s1677,129 min,1
s1678,105 min,1
s1679,133 min,1
s1680,142 min,1
s1681,128 min,1
s1682,97 min,1
s1683,107 min,1
s1684,135 min,1
s1685,1 Season,2
s1686,84 min,1
s1687,70 min,1
s1688,4 Seasons,2
s1689,1 Season,2
s1690,124 min,1
s1691,102 min,1
s1692,84 min,1
s1693,2 Seasons,2
s1694,1 Season,2
s1695,95 min,1
s1696,84 min,1
s1697,2 Seasons,2
s1698,2 Seasons,2
s1699,4 Seasons,2
s1700,120 min,1
s1701,87 min,1
s1702,9 Seasons,2
s1703,75 min,1
s1704,124 min,1
s1705,92 min,1
s1706,95 min,1
s1707,1 Season,2
s1708,107 min,1
s1709,1 Season,2
s1710,123 min,1
s1711,85 min,1
s1712,1 Season,2
s1713,150 min,1
s1714,97 min,1
s1715,88 min,1
s1716,1 Season,2
s1717,1 Season,2
s1718,1 Season,2
s1719,1 Season,2
s1720,74 min,1
s1721,93 min,1
s1722,1 Season,2
s1723,1 Season,2
s1724,1 Season,2
s1725,1 Season,2
s1726,151 min,1
s1727,1 Season,2
s1728,82 min,1
s1729,148 min,1
s1730,95 min,1
s1731,1 Season,2
s1732,90 min,1
s1733,103 min,1
s1734,1 Season,2
s1735,87 min,1
s1736,102 min,1
s1737,96 min,1
s1738,1 Season,2
s1739,87 min,1
s1740,86 min,1
s1741,1 Season,2
s1742,136 min,1
s1743,60 min,1
s1744,127 min,1
s1745,96 min,1
s1746,15 min,1
s1747,2 Seasons,2
s1748,100 min,1
s1749,1 Season,2
s1750,87 min,1
s1751,6 Seasons,2
s1752,28 min,1
s1753,27 min,1
s1754,90 min,1
s1755,1 Season,2
s1756,3 Seasons,2
s1757,1 Season,2
s1758,1 Season,2
s1759,2 Seasons,2
s1760,10 Seasons,2
s1761,1 Season,2
s1762,102 min,1
s1763,94 min,1
s1764,81 min,1
s1765,134 min,1
s1766,4 Seasons,2
s1767,1 Season,2
s1768,114 min,1
s1769,107 min,1
s1770,2 Seasons,2
s1771,107 min,1
s1772,1 Season,2
s1773,130 min,1
s1774,1 Season,2
s1775,87 min,1
s1776,93 min,1
s1777,114 min,1
s1778,91 min,1
s1779,2 Seasons,2
s1780,7 Seasons,2
s1781,116 min,1
s1782,4 Seasons,2
s1783,3 Seasons,2
s1784,93 min,1
s1785,106 min,1
s1786,105 min,1
s1787,50 min,1
s1788,93 min,1
s1789,103 min,1
s1790,114 min,1
s1791,1 Season,2
s1792,4 Seasons,2
s1793,95 min,1
s1794,50 min,1
s1795,1 Season,2
s1796,150 min,1
s1797,100 min,1
s1798,117 min,1
s1799,87 min,1
s1800,1 Season,2
s1801,1 Season,2
s1802,100 min,1
s1803,86 min,1
s1804,1 Season,2
s1805,1 Season,2
s1806,102 min,1
s1807,87 min,1
s1808,103 min,1
s1809,112 min,1
s1810,120 min,1
s1811,111 min,1
s1812,78 min,1
s1813,51 min,1
s1814,3 Seasons,2
s1815,123 min,1
s1816,46 min,1
s1817,102 min,1
s1818,106 min,1
s1819,112 min,1
s1820,101 min,1
s1821,96 min,1
s1822,103 min,1
s1823,94 min,1
s1824,69 min,1
s1825,81 min,1
s1826,76 min,1
s1827,108 min,1
s1828,94 min,1
s1829,2 Seasons,2
s1830,106 min,1
s1831,98 min,1
s1832,93 min,1
s1833,99 min,1
s1834,93 min,1
s1835,1 Season,2
s1836,82 min,1
s1837,107 min,1
s1838,1 Season,2
s1839,104 min,1
s1840,1 Season,2
s1841,1 Season,2
s1842,3 Seasons,2
s1843,130 min,1
s1844,83 min,1
s1845,99 min,1
s1846,77 min,1
s1847,94 min,1
s1848,4 Seasons,2
s1849,4 Seasons,2
s1850,118 min,1
s1851,87 min,1
s1852,5 Seasons,2
s1853,2 Seasons,2
s1854,42 min,1
s1855,1 Season,2
s1856,101 min,1
s1857,80 min,1
s1858,110 min,1
s1859,117 min,1
s1860,47 min,1
s1861,1 Season,2
s1862,165 min,1
s1863,134 min,1
s1864,140 min,1
s1865,3 Seasons,2
s1866,150 min,1
s1867,156 min,1
s1868,86 min,1
s1869,1 Season,2
s1870,126 min,1
s1871,100 min,1
s1872,25 min,1
s1873,124 min,1
s1874,1 Season,2
s1875,100 min,1
s1876,1 Season,2
s1877,106 min,1
s1878,1 Season,2
s1879,7 Seasons,2
s1880,104 min,1
s1881,1 Season,2
s1882,96 min,1
s1883,90 min,1
s1884,33 min,1
s1885,81 min,1
s1886,1 Season,2
s1887,84 min,1
s1888,44 min,1
s1889,115 min,1
s1890,1 Season,2
s1891,1 Season,2
s1892,94 min,1
s1893,22 min,1
s1894,1 Season,2
s1895,1 Season,2
s1896,3 Seasons,2
s1897,107 min,1
s1898,115 min,1
s1899,93 min,1
s1900,107 min,1
s1901,86 min,1
s1902,112 min,1
s1903,102 min,1
s1904,91 min,1
s1905,83 min,1
s1906,73 min,1
s1907,1 Season,2
s1908,1 Season,2
s1909,2 Seasons,2
s1910,139 min,1
s1911,1 Season,2
s1912,95 min,1
s1913,101 min,1
s1914,75 min,1
s1915,1 Season,2
s1916,1 Season,2
s1917,87 min,1
s1918,1 Season,2
s1919,3 Seasons,2
s1920,91 min,1
s1921,120 min,1
s1922,123 min,1
s1923,5 Seasons,2
s1924,1 Season,2
s1925,95 min,1
s1926,1 Season,2
s1927,84 min,1
s1928,29 min,1
s1929,3 Seasons,2
s1930,4 Seasons,2
s1931,28 min,1
s1932,122 min,1
s1933,28 min,1
s1934,8 Seasons,2
s1935,98 min,1
s1936,59 min,1
s1937,80 min,1
s1938,103 min,1
s1939,104 min,1
s1940,146 min,1
s1941,135 min,1
s1942,129 min,1
s1943,115 min,1
s1944,143 min,1
s1945,173 min,1
s1946,129 min,1
s1947,149 min,1
s1948,1 Season,2
s1949,4 Seasons,2
s1950,4 Seasons,2
s1951,98 min,1
s1952,1 Season,2
s1953,3 Seasons,2
s1954,115 min,1
s1955,1 Season,2
s1956,1 Season,2
s1957,44 min,1
s1958,127 min,1
s1959,4 Seasons,2
s1960,124 min,1
s1961,85 min,1
s1962,1 Season,2
s1963,20 min,1
s1964,102 min,1
s1965,129 min,1
s1966,124 min,1
s1967,118 min,1
s1968,111 min,1
s1969,125 min,1
s1970,94 min,1
s1971,130 min,1
s1972,117 min,1
s1973,137 min,1
s1974,1 Season,2
s1975,139 min,1
s1976,111 min,1
s1977,103 min,1
s1978,120 min,1
s1979,1 Season,2
s1980,1 Season,2
s1981,7 Seasons,2
s1982,98 min,1
s1983,130 min,1
s1984,1 Season,2
s1985,96 min,1
s1986,61 min,1
s1987,137 min,1
s1988,90 min,1
s1989,1 Season,2
s1990,3 Seasons,2
s1991,1 Season,2
s1992,2 Seasons,2
s1993,69 min,1
s1994,2 Seasons,2
s1995,1 Season,2
s1996,139 min,1
s1997,94 min,1
s1998,92 min,1
s1999,9 Seasons,2
s2000,80 min,1
s2001,63 min,1
s2002,88 min,1
s2003,2 Seasons,2
s2004,105 min,1
s2005,93 min,1
s2006,140 min,1
s2007,2 Seasons,2
s2008,103 min,1
s2009,2 Seasons,2
s2010,8 Seasons,2
s2011,102 min,1
s2012,93 min,1
s2013,1 Season,2
s2014,1 Season,2
s2015,69 min,1
s2016,133 min,1
s2017,157 min,1
s2018,116 min,1
s2019,112 min,1
s2020,96 min,1
s2021,127 min,1
s2022,5 Seasons,2
s2023,1 Season,2
s2024,130 min,1
s2025,93 min,1
s2026,138 min,1
s2027,138 min,1
s2028,92 min,1
s2029,110 min,1
s2030,102 min,1
s2031,113 min,1
s2032,96 min,1
s2033,1 Season,2
s2034,1 Season,2
s2035,108 min,1
s2036,94 min,1
s2037,99 min,1
s2038,1 Season,2
s2039,86 min,1
s2040,98 min,1
s2041,2 Seasons,2
s2042,111 min,1
s2043,1 Season,2
s2044,97 min,1
s2045,1 Season,2
s2046,135 min,1
s2047,93 min,1
s2048,2 Seasons,2
s2049,94 min,1
s2050,117 min,1
s2051,63 min,1
s2052,73 min,1
s2053,91 min,1
s2054,1 Season,2
s2055,1 Season,2
s2056,93 min,1
s2057,101 min,1
s2058,93 min,1
s2059,1 Season,2
s2060,96 min,1
s2061,112 min,1
s2062,72 min,1
s2063,2 Seasons,2
s2064,1 Season,2
s2065,3 Seasons,2
s2066,112 min,1
s2067,1 Season,2
s2068,72 min,1
s2069,1 Season,2
s2070,4 Seasons,2
s2071,1 Season,2
s2072,92 min,1
s2073,109 min,1
s2074,6 Seasons,2
s2075,155 min,1
s2076,109 min,1
s2077,115 min,1
s2078,97 min,1
s2079,1 Season,2
s2080,103 min,1
s2081,2 Seasons,2
s2082,24 min,1
s2083,110 min,1
s2084,97 min,1
s2085,94 min,1
s2086,1 Season,2
s2087,1 Season,2
s2088,107 min,1
s2089,97 min,1
s2090,3 Seasons,2
s2091,103 min,1
s2092,88 min,1
s2093,111 min,1
s2094,1 Season,2
s2095,94 min,1
s2096,33 min,1
s2097,1 Season,2
s2098,107 min,1
s2099,1 Season,2
s2100,2 Seasons,2
s2101,110 min,1
s2102,1 Season,2
s2103,1 Season,2
s2104,98 min,1
s2105,81 min,1
s2106,1 Season,2
s2107,3 Seasons,2
s2108,104 min,1
s2109,1 Season,2
s2110,17 min,1
s2111,121 min,1
s2112,100 min,1
s2113,1 Season,2
s2114,1 Season,2
s2115,70 min,1
s2116,97 min,1
s2117,75 min,1
s2118,102 min,1
s2119,2 Seasons,2
s2120,88 min,1
s2121,158 min,1
s2122,102 min,1
s2123,2 Seasons,2
s2124,1 Season,2
s2125,5 Seasons,2
s2126,2 Seasons,2
s2127,203 min,1
s2128,4 Seasons,2
s2129,59 min,1
s2130,92 min,1
s2131,104 min,1
s2132,72 min,1
s2133,113 min,1
s2134,1 Season,2
s2135,1 Season,2
s2136,4 Seasons,2
s2137,1 Season,2
s2138,93 min,1
s2139,119 min,1
s2140,105 min,1
s2141,1 Season,2
s2142,113 min,1
s2143,93 min,1
s2144,44 min,1
s2145,1 Season,2
s2146,2 Seasons,2
s2147,110 min,1
s2148,113 min,1
s2149,1 Season,2
s2150,90 min,1
s2151,82 min,1
s2152,3 Seasons,2
s2153,3 Seasons,2
s2154,1 Season,2
s2155,69 min,1
s2156,46 min,1
s2157,1 Season,2
s2158,1 Season,2
s2159,1 Season,2
s2160,94 min,1
s2161,5 Seasons,2
s2162,72 min,1
s2163,3 Seasons,2
s2164,95 min,1
s2165,101 min,1
s2166,1 Season,2
s2167,21 min,1
s2168,71 min,1
s2169,1 Season,2
s2170,64 min,1
s2171,1 Season,2
s2172,92 min,1
s2173,80 min,1
s2174,6 Seasons,2
s2175,1 Season,2
s2176,1 Season,2
s2177,104 min,1
s2178,25 min,1
s2179,1 Season,2
s2180,111 min,1
s2181,1 Season,2
s2182,2 Seasons,2
s2183,72 min,1
s2184,99 min,1
s2185,1 Season,2
s2186,83 min,1
s2187,150 min,1
s2188,108 min,1
s2189,44 min,1
s2190,3 Seasons,2
s2191,2 Seasons,2
s2192,102 min,1
s2193,1 Season,2
s2194,137 min,1
s2195,1 Season,2
s2196,112 min,1
s2197,102 min,1
s2198,103 min,1
s2199,136 min,1
s2200,41 min,1
s2201,88 min,1
s2202,5 Seasons,2
s2203,84 min,1
s2204,10 Seasons,2
s2205,114 min,1
s2206,110 min,1
s2207,103 min,1
s2208,106 min,1
s2209,46 min,1
s2210,115 min,1
s2211,140 min,1
s2212,124 min,1
s2213,1 Season,2
s2214,133 min,1
s2215,1 Season,2
s2216,91 min,1
s2217,30 min,1
s2218,1 Season,2
s2219,3 Seasons,2
s2220,67 min,1
s2221,105 min,1
s2222,58 min,1
s2223,1 Season,2
s2224,1 Season,2
s2225,87 min,1
s2226,1 Season,2
s2227,1 Season,2
s2228,1 Season,2
s2229,100 min,1
s2230,2 Seasons,2
s2231,1 Season,2
s2232,95 min,1
s2233,90 min,1
s2234,102 min,1
s2235,98 min,1
s2236,1 Season,2
s2237,68 min,1
s2238,1 Season,2
s2239,2 Seasons,2
s2240,104 min,1
s2241,89 min,1
s2242,1 Season,2
s2243,62 min,1
s2244,86 min,1
s2245,104 min,1
s2246,1 Season,2
s2247,1 Season,2
s2248,101 min,1
s2249,17 min,1
s2250,1 Season,2
s2251,126 min,1
s2252,1 Season,2
s2253,120 min,1
s2254,1 Season,2
s2255,4 Seasons,2
s2256,1 Season,2
s2257,89 min,1
s2258,96 min,1
s2259,1 Season,2
s2260,91 min,1
s2261,86 min,1
s2262,67 min,1
s2263,89 min,1
s2264,65 min,1
s2265,151 min,1
s2266,116 min,1
s2267,110 min,1
s2268,123 min,1
s2269,139 min,1
s2270,95 min,1
s2271,121 min,1
s2272,127 min,1
s2273,162 min,1
s2274,128 min,1
s2275,112 min,1
s2276,1 Season,2
s2277,125 min,1
s2278,128 min,1
s2279,120 min,1
s2280,86 min,1
s2281,107 min,1
s2282,129 min,1
s2283,135 min,1
s2284,97 min,1
s2285,125 min,1
s2286,162 min,1
s2287,136 min,1
s2288,138 min,1
s2289,126 min,1
s2290,137 min,1
s2291,114 min,1
s2292,96 min,1
s2293,2 Seasons,2
s2294,6 Seasons,2
s2295,107 min,1
s2296,89 min,1
s2297,94 min,1
s2298,1 Season,2
s2299,1 Season,2
s2300,1 Season,2
s2301,148 min,1
s2302,1 Season,2
s2303,82 min,1
s2304,1 Season,2
s2305,95 min,1
s2306,1 Season,2
s2307,1 Season,2
s2308,1 Season,2
s2309,120 min,1
s2310,115 min,1
s2311,107 min,1
s2312,105 min,1
s2313,134 min,1
s2314,1 Season,2
s2315,128 min,1
s2316,103 min,1
s2317,96 min,1
s2318,114 min,1
s2319,1 Season,2
s2320,102 min,1
s2321,1 Season,2
s2322,52 min,1
s2323,1 Season,2
s2324,86 min,1
s2325,104 min,1
s2326,76 min,1
s2327,135 min,1
s2328,3 Seasons,2
s2329,99 min,1
s2330,1 Season,2
s2331,124 min,1
s2332,1 Season,2
s2333,117 min,1
s2334,107 min,1
s2335,111 min,1
s2336,116 min,1
s2337,135 min,1
s2338,1 Season,2
s2339,126 min,1
s2340,164 min,1
s2341,166 min,1
s2342,104 min,1
s2343,94 min,1
s2344,1 Season,2
s2345,92 min,1
s2346,52 min,1
s2347,2 Seasons,2
s2348,112 min,1
s2349,90 min,1
s2350,1 Season,2
s2351,101 min,1
s2352,84 min,1
s2353,2 Seasons,2
s2354,112 min,1
s2355,136 min,1
s2356,108 min,1
s2357,110 min,1
s2358,1 Season,2
s2359,93 min,1
s2360,2 Seasons,2
s2361,90 min,1
s2362,130 min,1
s2363,2 Seasons,2
s2364,128 min,1
s2365,104 min,1
s2366,131 min,1
s2367,109 min,1
s2368,129 min,1
s2369,73 min,1
s2370,104 min,1
s2371,48 min,1
s2372,114 min,1
s2373,86 min,1
s2374,194 min,1
s2375,76 min,1
s2376,116 min,1
s2377,130 min,1
s2378,85 min,1
s2379,2 Seasons,2
s2380,108 min,1
s2381,81 min,1
s2382,76 min,1
s2383,92 min,1
s2384,2 Seasons,2
s2385,85 min,1
s2386,85 min,1
s2387,108 min,1
s2388,120 min,1
s2389,4 Seasons,2
s2390,117 min,1
s2391,6 Seasons,2
s2392,100 min,1
s2393,101 min,1
s2394,156 min,1
s2395,2 Seasons,2
s2396,4 Seasons,2
s2397,1 Season,2
s2398,55 min,1
s2399,96 min,1
s2400,4 Seasons,2
s2401,1 Season,2
s2402,1 Season,2
s2403,104 min,1
s2404,101 min,1
s2405,1 Season,2
s2406,5 Seasons,2
s2407,1 Season,2
s2408,113 min,1
s2409,1 Season,2
s2410,1 Season,2
s2411,126 min,1
s2412,98 min,1
s2413,114 min,1
s2414,132 min,1
s2415,92 min,1
s2416,4 Seasons,2
s2417,90 min,1
s2418,4 Seasons,2
s2419,86 min,1
s2420,103 min,1
s2421,114 min,1
s2422,115 min,1
s2423,5 Seasons,2
s2424,15 Seasons,2
s2425,149 min,1
s2426,96 min,1
s2427,3 Seasons,2
s2428,102 min,1
s2429,105 min,1
s2430,114 min,1
s2431,94 min,1
s2432,83 min,1
s2433,1 Season,2
s2434,106 min,1
s2435,116 min,1
s2436,109 min,1
s2437,97 min,1
s2438,100 min,1
s2439,116 min,1
s2440,111 min,1
s2441,24 min,1
s2442,95 min,1
s2443,135 min,1
s2444,95 min,1
s2445,2 Seasons,2
s2446,92 min,1
s2447,100 min,1
s2448,1 Season,2
s2449,80 min,1
s2450,1 Season,2
s2451,3 Seasons,2
s2452,98 min,1
s2453,1 Season,2
s2454,1 Season,2
s2455,104 min,1
s2456,98 min,1
s2457,104 min,1
s2458,99 min,1
s2459,68 min,1
s2460,1 Season,2
s2461,106 min,1
s2462,2 Seasons,2
s2463,1 Season,2
s2464,71 min,1
s2465,80 min,1
s2466,116 min,1
s2467,4 Seasons,2
s2468,112 min,1
s2469,73 min,1
s2470,110 min,1
s2471,5 Seasons,2
s2472,135 min,1
s2473,1 Season,2
s2474,3 Seasons,2
s2475,128 min,1
s2476,93 min,1
s2477,1 Season,2
s2478,149 min,1
s2479,54 min,1
s2480,87 min,1
s2481,2 Seasons,2
s2482,102 min,1
s2483,177 min,1
s2484,204 min,1
s2485,233 min,1
s2486,98 min,1
s2487,1 Season,2
s2488,237 min,1
s2489,230 min,1
s2490,173 min,1
s2491,195 min,1
s2492,253 min,1
s2493,157 min,1
s2494,97 min,1
s2495,85 min,1
s2496,1 Season,2
s2497,94 min,1
s2498,80 min,1
s2499,94 min,1
s2500,1 Season,2
s2501,92 min,1
s2502,105 min,1
s2503,120 min,1
s2504,96 min,1
s2505,107 min,1
s2506,93 min,1
s2507,101 min,1
s2508,1 Season,2
s2509,1 Season,2
s2510,110 min,1
s2511,112 min,1
s2512,93 min,1
s2513,109 min,1
s2514,105 min,1
s2515,1 Season,2
s2516,6 Seasons,2
s2517,97 min,1
s2518,1 Season,2
s2519,1 Season,2
s2520,3 Seasons,2
s2521,91 min,1
s2522,88 min,1
s2523,1 Season,2
s2524,6 Seasons,2
s2525,3 Seasons,2
s2526,1 Season,2
s2527,5 Seasons,2
s2528,1 Season,2
s2529,1 Season,2
s2530,2 Seasons,2
s2531,1 Season,2
s2532,109 min,1
s2533,118 min,1
s2534,109 min,1
s2535,131 min,1
s2536,91 min,1
s2537,152 min,1
s2538,67 min,1
s2539,72 min,1
s2540,83 min,1
s2541,90 min,1
s2542,106 min,1
s2543,1 Season,2
s2544,190 min,1
s2545,129 min,1
s2546,160 min,1
s2547,3 Seasons,2
s2548,86 min,1
s2549,1 Season,2
s2550,92 min,1
s2551,114 min,1
s2552,2 Seasons,2
s2553,2 Seasons,2
s2554,1 Season,2
s2555,2 Seasons,2
s2556,90 min,1
s2557,94 min,1
s2558,2 Seasons,2
s2559,86 min,1
s2560,89 min,1
s2561,107 min,1
s2562,61 min,1
s2563,93 min,1
s2564,81 min,1
s2565,120 min,1
s2566,1 Season,2
s2567,94 min,1
s2568,91 min,1
s2569,1 Season,2
s2570,1 Season,2
s2571,104 min,1
s2572,76 min,1
s2573,90 min,1
s2574,103 min,1
s2575,1 Season,2
s2576,1 Season,2
s2577,122 min,1
s2578,97 min,1
s2579,98 min,1
s2580,42 min,1
s2581,1 Season,2
s2582,90 min,1
s2583,91 min,1
s2584,4 Seasons,2
s2585,94 min,1
s2586,3 Seasons,2
s2587,1 Season,2
s2588,107 min,1
s2589,1 Season,2
s2590,143 min,1
s2591,1 Season,2
s2592,105 min,1
s2593,116 min,1
s2594,23 min,1
s2595,23 min,1
s2596,23 min,1
s2597,105 min,1
s2598,97 min,1
s2599,1 Season,2
s2600,7 Seasons,2
s2601,5 Seasons,2
s2602,105 min,1
s2603,1 Season,2
s2604,1 Season,2
s2605,83 min,1
s2606,109 min,1
s2607,1 Season,2
s2608,111 min,1
s2609,97 min,1
s2610,1 Season,2
s2611,132 min,1
s2612,2 Seasons,2
s2613,102 min,1
s2614,107 min,1
s2615,100 min,1
s2616,115 min,1
s2617,104 min,1
s2618,110 min,1
s2619,100 min,1
s2620,111 min,1
s2621,108 min,1
s2622,104 min,1
s2623,116 min,1
s2624,106 min,1
s2625,96 min,1
s2626,140 min,1
s2627,107 min,1
s2628,1 Season,2
s2629,4 Seasons,2
s2630,138 min,1
s2631,132 min,1
s2632,1 Season,2
s2633,208 min,1
s2634,105 min,1
s2635,101 min,1
s2636,124 min,1
s2637,93 min,1
s2638,110 min,1
s2639,115 min,1
s2640,1 Season,2
s2641,2 Seasons,2
s2642,1 Season,2
s2643,107 min,1
s2644,1 Season,2
s2645,72 min,1
s2646,1 Season,2
s2647,107 min,1
s2648,95 min,1
s2649,3 Seasons,2
s2650,180 min,1
s2651,135 min,1
s2652,1 Season,2
s2653,87 min,1
s2654,94 min,1
s2655,105 min,1
s2656,93 min,1
s2657,92 min,1
s2658,1 Season,2
s2659,5 Seasons,2
s2660,1 Season,2
s2661,1 Season,2
s2662,1 Season,2
s2663,1 Season,2
s2664,144 min,1
s2665,1 Season,2
s2666,1 Season,2
s2667,1 Season,2
s2668,101 min,1
s2669,81 min,1
s2670,2 Seasons,2
s2671,1 Season,2
s2672,95 min,1
s2673,119 min,1
s2674,121 min,1
s2675,88 min,1
s2676,2 Seasons,2
s2677,3 Seasons,2
s2678,106 min,1
s2679,119 min,1
s2680,63 min,1
s2681,82 min,1
s2682,95 min,1
s2683,93 min,1
s2684,120 min,1
s2685,1 Season,2
s2686,147 min,1
s2687,55 min,1
s2688,107 min,1
s2689,92 min,1
s2690,85 min,1
s2691,98 min,1
s2692,1 Season,2
s2693,92 min,1
s2694,101 min,1
s2695,112 min,1
s2696,103 min,1
s2697,1 Season,2
s2698,91 min,1
s2699,2 Seasons,2
s2700,1 Season,2
s2701,96 min,1
s2702,104 min,1
s2703,66 min,1
s2704,83 min,1
s2705,111 min,1
s2706,90 min,1
s2707,121 min,1
s2708,121 min,1
s2709,2 Seasons,2
s2710,88 min,1
s2711,2 Seasons,2
s2712,57 min,1
s2713,107 min,1
s2714,5 min,1
s2715,91 min,1
s2716,174 min,1
s2717,155 min,1
s2718,87 min,1
s2719,6 Seasons,2
s2720,77 min,1
s2721,142 min,1
s2722,170 min,1
s2723,165 min,1
s2724,161 min,1
s2725,144 min,1
s2726,149 min,1
s2727,135 min,1
